App,ID,Author,Date,Rating,Helpful Count,Review,,,,,,
Youtube,197,Aaliyah Cannedy,11-Sep-20,2,356," An OK app but is riddled with ads. Does not allow to block channels from showing up on your feed, only to block their ability to comment. There are specific channels I dont want to see or be part of my auto play because I don't want to support any part of their platform. Please add a way to block ch...Full ReviewAn OK app but is riddled with ads. Does not allow to block channels from showing up on your feed, only to block their ability to comment. There are specific channels I dont want to see or be part of my auto play because I don't want to support any part of their platform. Please add a way to block channels. We should have a choice to pick and choose who we actually want to see and censor.",,,,,,
Youtube,198,lxzrn,16-Sep-20,5,129," Do I really have to say anything here? This is my most used app. I just got a switch a month ago, and it says i've used YouTube for over 250 hours. This is a really good app, besides for the ads. Some are inappropriate, like the time I got an ad for how the middle finger was created as an insult. Ot...Full ReviewDo I really have to say anything here? This is my most used app. I just got a switch a month ago, and it says i've used YouTube for over 250 hours. This is a really good app, besides for the ads. Some are inappropriate, like the time I got an ad for how the middle finger was created as an insult. Other times I get stuff for stuff like milk and oreos, when I literally have both. I would give this app a 10/5.",,,,,,
Youtube,199,Tahreem Zafar,16-Sep-20,3,9789, Its really great app but still I'm facing few problems. I don't know what's wrong with it. I watched 2 or 3 videos then when I search for the next. It shows that you are offline but I won't. I disconnect my WiFi and then try to start again it showed same you are offline. And the other apps are worki...Full ReviewIts really great app but still I'm facing few problems. I don't know what's wrong with it. I watched 2 or 3 videos then when I search for the next. It shows that you are offline but I won't. I disconnect my WiFi and then try to start again it showed same you are offline. And the other apps are working so fast. Please solve the problem as soon as possible,,,,,,
Youtube,200,Tyler Johnson,22-Sep-20,2,170," I have seen multiple reviews stating this issue. (All android) sometimes when I want to exit out of the app it freezes on the video screen & won't let me do anything to get out of it, & I have to restart my phone. Even locking/unlocking phone won't get it unstuck. This is the only app I have this is...Full ReviewI have seen multiple reviews stating this issue. (All android) sometimes when I want to exit out of the app it freezes on the video screen & won't let me do anything to get out of it, & I have to restart my phone. Even locking/unlocking phone won't get it unstuck. This is the only app I have this issue with. Otherwise good app (besides the bombardment of ads which is pointless to state because obviously corporate greed will ensure ads will never decrease, & only increase), but awful issue here.",,,,,,
Youtube,201,Jake Bietsch,22-Sep-20,2,242," I have had way too many issues with even trying to open the app on my phone, multiple times I have had this issue. I'm done. Way too many ads in nearly every single video. Enough is enough, stop shoving premium down peoples throats. YT is not what is was anymore. Annoying is all it is. Not entertain...Full ReviewI have had way too many issues with even trying to open the app on my phone, multiple times I have had this issue. I'm done. Way too many ads in nearly every single video. Enough is enough, stop shoving premium down peoples throats. YT is not what is was anymore. Annoying is all it is. Not entertaining. At all.",,,,,,
Youtube,202,Sahil Shandilya,22-Sep-20,1,14, If you want to get rid of those annoying ads and still have a best experience. Listen to this. Switch to Youtube Vanced. It's the replica of YouTube and the apk is available on google. I'll have my revenge on YT for all the time they have wasted of mine showing those irritating ads. Good riddance of...Full ReviewIf you want to get rid of those annoying ads and still have a best experience. Listen to this. Switch to Youtube Vanced. It's the replica of YouTube and the apk is available on google. I'll have my revenge on YT for all the time they have wasted of mine showing those irritating ads. Good riddance of bad rubbish. Bye bye YouTube !,,,,,,
Youtube,203,Austin Clothier,23-Sep-20,4,6102," This would be a 5 if it wasn't for the bugs. I have YouTube Premium, which means I can download videos. It's all saved in a playlist of videos in the order selected. The amount of times I've clicked the playlist, it starts in playlist mode, then switches to the video by itself is so frustrating. Als...Full ReviewThis would be a 5 if it wasn't for the bugs. I have YouTube Premium, which means I can download videos. It's all saved in a playlist of videos in the order selected. The amount of times I've clicked the playlist, it starts in playlist mode, then switches to the video by itself is so frustrating. Also, while looking at downloads, there's a section at the bottom for recommendations. If anything in downloads needs to update, it will shove the screen down to that section repeatedly.",,,,,,
Youtube,204,Anik Dey,26-Sep-20,1,116," YouTube was a great app when there was limited ads. Your extreme greed to earn bucks ruins our experience. Too, too, too many ads for every single video is disgusting and we are not enjoying like before. Giving 1★ rating because it is the lowest I can give. You deserve minus ratings. Now-a-days ever...Full ReviewYouTube was a great app when there was limited ads. Your extreme greed to earn bucks ruins our experience. Too, too, too many ads for every single video is disgusting and we are not enjoying like before. Giving 1★ rating because it is the lowest I can give. You deserve minus ratings. Now-a-days every video playing app supports picture-in-picture mode, except yours. Because you want to be r",,,,,,
Youtube,205,Karen Meza,27-Sep-20,2,3," I hate hate HATE that I'm scrolling through looking for something to watch and instead of just showing the thumbnail it starts playing the video and gets put on my history. It's annoying to have to go and delete my history of stuff I was never interested in watching, it's messing up my recommended p...Full ReviewI hate hate HATE that I'm scrolling through looking for something to watch and instead of just showing the thumbnail it starts playing the video and gets put on my history. It's annoying to have to go and delete my history of stuff I was never interested in watching, it's messing up my recommended page! This crappy feature needs to be removed all it's doing is ruining the experience",,,,,,
Youtube,206,Abhas Gawali,26-Sep-20,4,47," This is best THE GOOGLE APP But this app comes with lots of bugs And one of the most annoying is that when I start playing a video an ad is shown well that's ok but after that ad ends, sometime it continues to play in baground and it is shown bellow that video. I am not able to explain it exactly bu...Full ReviewThis is best THE GOOGLE APP But this app comes with lots of bugs And one of the most annoying is that when I start playing a video an ad is shown well that's ok but after that ad ends, sometime it continues to play in baground and it is shown bellow that video. I am not able to explain it exactly but ya it's a bug.",,,,,,
Youtube,207,Luvsumu Liss,25-Sep-20,1,187, I had this app on both Apple and Android devices. What I hate the most is that resets way to much. There has been many times where I would pause what I am watching only to come back and have it on the home screen, This forces me to find the video again and even worse fine where in the video I left o...Full ReviewI had this app on both Apple and Android devices. What I hate the most is that resets way to much. There has been many times where I would pause what I am watching only to come back and have it on the home screen," This forces me to find the video again and even worse fine where in the video I left off. Sometimes, I like to watch playlists and will have to pause what I am watching because I am leaving the room briefly, something else requires my attention, ect... Even pausing a video for a few mi",,,,
Youtube,208,TaffyDuck Gacha !,26-Sep-20,4,62," I love this app but recently I haven't been able to skip the ads as easily litteratly every few minutes of a 20 minute video theyre will be three ads in a ROW THREE, And honestly the videos are good qulity but sometimes the videos will glitch and say I cant watch it I the midle of a video and my wif...Full ReviewI love this app but recently I haven't been able to skip the ads as easily litteratly every few minutes of a 20 minute video theyre will be three ads in a ROW THREE, And honestly the videos are good qulity but sometimes the videos will glitch and say I cant watch it I the midle of a video and my wifi is always perfectly fine and it's only been like this since the update soo I think something wen't wrong.",,,,,,
Youtube,209,Maisy Hudson,25-Sep-20,1,7," It was great until all it because was pop ups for premium, and constant ads, that disrupt your video. Now it's so bad that it can't even register what action or video I'm trying to get to because it's so focused on ads this used to be a wholesome place and now it's nothing more that scam of time. Tr...Full ReviewIt was great until all it because was pop ups for premium, and constant ads, that disrupt your video. Now it's so bad that it can't even register what action or video I'm trying to get to because it's so focused on ads this used to be a wholesome place and now it's nothing more that scam of time. Truly a let down.",,,,,,
Youtube,210,Ava L,27-Sep-20,2,87," Love this site, but why did someone think it was a good idea to auto pause videos? Why even have the auto play option if the app will automatically pause videos just to ask if I'm still watching? I really hate this feature, and a lot of other users do as well. On the off chance that someone at the c...Full ReviewLove this site, but why did someone think it was a good idea to auto pause videos? Why even have the auto play option if the app will automatically pause videos just to ask if I'm still watching? I really hate this feature, and a lot of other users do as well. On the off chance that someone at the company actually sees this review, please remove the auto pause feature! It's insanely obnoxious and unnecessary since there is already an option to set reminders to stop watching.",,,,,,
Youtube,211,28CCB,28-Sep-20,5,7," Been enjoying this app for years! I highly recommend this app for everyone that has a lot of free time, and basically bored right now. Been a user for 5 years, still not getting tired of being on the platform absorbing random content and knowledge.",,,,,,
Youtube,212,Az A. Matics,23-Sep-20,3,110, Works as intended. I feel like I get more adds currently through this app than the site itself. Also there is a lot of inconsistencies with only some videos can continue as an external player when the app is minimized. I tried and I fail to find any consistencies with the success of this feature act...Full ReviewWorks as intended. I feel like I get more adds currently through this app than the site itself. Also there is a lot of inconsistencies with only some videos can continue as an external player when the app is minimized. I tried and I fail to find any consistencies with the success of this feature actually working. Its Youtube though, otherwise is everything you'd expect (at this time of review).,,,,,
Youtube,213,Adrian Mason,28-Sep-20,2,167," Subtitles are automatically appearing when casting since update. This is ignoring my Phone App setting of ""off"" for subtitles. This means that when casting I either have to pick up my remote and drill through the pop up to turn the CC off for every video that has CC enabled or watch with subtitles. ...Full ReviewSubtitles are automatically appearing when casting since update. This is ignoring my Phone App setting of ""off"" for subtitles. This means that when casting I either have to pick up my remote and drill through the pop up to turn the CC off for every video that has CC enabled or watch with subtitles. There is Zero setting for CC Off on my Android TV and my Phone has CC turned off. So I consider this update bad.",,,,,,
Youtube,214,sheeba pradeep,9-Sep-20,2,98, I really like YouTube but with the new update it has been a mess. There is a lot more ads than before. And it is irritating while watching important videos like online classes and etc. Now ads are just a nuisance. We hope that YouTube fixes this problem. If there were not much ads I would like to gi...Full ReviewI really like YouTube but with the new update it has been a mess. There is a lot more ads than before. And it is irritating while watching important videos like online classes and etc. Now ads are just a nuisance. We hope that YouTube fixes this problem. If there were not much ads I would like to give a 5 star rating. By ads YouTube is ruining the experience. And destroying the effort of YouTubers who put a lot of time and efforts of them. Please fix this YouTube,,,,,,
Youtube,215,Mike Alexander,12-Sep-20,5,500," It is good. Very good. I'm uncertain if there's anything that competes with YouTube bc it's so good I haven't looked elsewhere. I subscribed to ""YouTube Premium"" and I would give YouTube (Premium) 6 or 10 stars if there were that possibility. It is that good, yes! Of all of our ""paid for "" apps, if ...Full ReviewIt is good. Very good. I'm uncertain if there's anything that competes with YouTube bc it's so good I haven't looked elsewhere. I subscribed to ""YouTube Premium"" and I would give YouTube (Premium) 6 or 10 stars if there were that possibility. It is that good, yes! Of all of our ""paid for "" apps, if I could keep only one, it would be YouTube Premium, yes.",,,,,,
Youtube,216,Tom Mann,28-Sep-20,1,6," I don't know what Google/Alphabet did with YouTube recently, but it's become paralysed by advertisements. Not every one or two videos but every. single. video. Rather than pay for the slowly-forced-upon-us ad-free version, I'll go back to the web browser with a good ad-blocker.",,,,,,
Youtube,217,Karisma Mac,19-Sep-20,1,264," Whats happening? All I can see are stills, the video doesn't play?????! Such a shame, used to be great, but with the multiple ads per video at the start, became a drag. I understand they make most of their money from the ads, but now it's just overkill, with the same repetitive ads as well, which tu...Full ReviewWhats happening? All I can see are stills, the video doesn't play?????! Such a shame, used to be great, but with the multiple ads per video at the start, became a drag. I understand they make most of their money from the ads, but now it's just overkill, with the same repetitive ads as well, which turn me off the brands advertised altogether.",,,,,,
Youtube,218,A Google user,25-Sep-20,5,29," Due to SOME circumstances, my youtube won't update. AT ALL. I ignored the older updates so I can keep watching videos until the recent update, which seems to be a must! BUT IT STILL WON'T UPDATE!!! I tried many things but nothing is working! I cleared the cache and such but it still won't update! I ...Full ReviewDue to SOME circumstances, my youtube won't update. AT ALL. I ignored the older updates so I can keep watching videos until the recent update, which seems to be a must! BUT IT STILL WON'T UPDATE!!! I tried many things but nothing is working! I cleared the cache and such but it still won't update! I am so annoyed since I really want to watch videos so I moved onto Youtube Go but it's not the same! I can't show support by liking nor can I download playlists too! Please fix this!!!!!! �",,,,,,
Youtube,219,Sanjiv Rajput,12-Sep-20,1,606," This was probably one of the best app to watch videos and movie trailers online but, certainly they have made it the worse because of the advertising which comes in between any videos and it's certainly not the way it should work, they can show any add at the beginning of the video but it comes over...Full ReviewThis was probably one of the best app to watch videos and movie trailers online but, certainly they have made it the worse because of the advertising which comes in between any videos and it's certainly not the way it should work, they can show any add at the beginning of the video but it comes over and over again and sometimes four to five times if you are watching a 10 minutes video on YouTube, it's like YouTube is being pushy to make us go for the paid version. Pathetic!!!",,,,,,
Youtube,220,Ameya Shejale,16-Sep-20,2,1204," The app is good for the most part. Except for the fact that the resolution is capped at 480p on mobile data. For what reason? This is absurd. I pay for additional mobile data to watch those crisp 60fps vids on an amazing display. I can't do that on mobile data anymore. Why? Adverts are getting ridic...Full ReviewThe app is good for the most part. Except for the fact that the resolution is capped at 480p on mobile data. For what reason? This is absurd. I pay for additional mobile data to watch those crisp 60fps vids on an amazing display. I can't do that on mobile data anymore. Why? Adverts are getting ridiculous. It feels like I'm watching television but for a much much shorter duration. Non skippable 15 second ads back to back. The dark mode on the app makes it appear grey, not pitch black. It's bad.",,,,,,
Youtube,221,Tarnished Knight,4-Sep-20,1,7461," The app, itself, is good", works well," no problems. You Tube, however, has gotten out of hand. Two add before the video starts, eight adds during the video and two more adds after the video. And all of this in an eleven minute video. I have quit watching you tube all together. Hey You Tube... just th...Full ReviewThe app, itself, is good", works well," no problems. You Tube, however, has gotten out of hand. Two add before the video starts, eight adds during the video and two more adds after the video. And all of this in an eleven minute video. I have quit watching you tube all together. Hey You Tube... just think of all the adds I'm NOT watching now that you have driven me off.",,
Youtube,222,Aravind,8-Sep-20,1,146," Initially the app was doing it's job, but after the recent update I'm unable to open the ""General"" option in settings which causes the app to crash. I tried everything, clearing out cache, app data, reinstalling the app, even reset my device which made no difference what so ever. I made sure that it...Full ReviewInitially the app was doing it's job, but after the recent update I'm unable to open the ""General"" option in settings which causes the app to crash. I tried everything, clearing out cache, app data, reinstalling the app, even reset my device which made no difference what so ever. I made sure that it's not an error from my side. I realy a lot on youtube for my studies and I cannot go through this everytime I need the app. Pls rectify any errors from your part",,,,,,
Youtube,223,;:3:,8-Sep-20,1,80," Is this only happening to me?! First, I updated the app and then it says 'community posts are on their way only available on the latest version of YouTube on mobile' but it's already updated to the latest version! Second, it doesn't let me comment on any video? What happened? Third, on my TV I has Y...Full ReviewIs this only happening to me?! First, I updated the app and then it says 'community posts are on their way only available on the latest version of YouTube on mobile' but it's already updated to the latest version! Second, it doesn't let me comment on any video? What happened? Third, on my TV I has YouTube and for some videos it says this thing about 'this video is restricted' and 'maybe try get a G suite account' and I don't even know what that is??",,,,,,
Youtube,224,M Sims,13-Sep-20,3,212, This app infuriates me. Every time I try to cast a second video it messes up and I have to completely get out of the app on my phone and the TV and start all over again. EVERY TIME. I'm about over it. But other than that there are a lot of good videos on there and is fairly easy to use. I like being...Full ReviewThis app infuriates me. Every time I try to cast a second video it messes up and I have to completely get out of the app on my phone and the TV and start all over again. EVERY TIME. I'm about over it. But other than that there are a lot of good videos on there and is fairly easy to use. I like being able to make playlists. Just wish the casting worked correctly. I wanted to give it one star because I'm so irritated.,,,,,,
Youtube,225,Roy Quitter,14-Sep-20,1,95," The email help link in ""Help & Feedback"" is about as useful as talking to a brick wall. They'll just tell you to look in the support forums...never mind that this issue has been reported multiple times in the forums with no solution. It's clearly a problem on YouTube's end, but they don't want to ei...Full ReviewThe email help link in ""Help & Feedback"" is about as useful as talking to a brick wall. They'll just tell you to look in the support forums...never mind that this issue has been reported multiple times in the forums with no solution. It's clearly a problem on YouTube's end, but they don't want to either acknowledge it or fix it.",,,,,,
Youtube,226,Sajitha Kappil,25-Sep-20,3,168, There are 5 major problems in this app 1. There is no option to sort comments in the comment box by first to newest. 2. There is no comment history in history section. 3. There is no copy and paste option in comments. 4. There is no reply option in live chat tab. 5. Can't go live without webcam or b...Full ReviewThere are 5 major problems in this app 1. There is no option to sort comments in the comment box by first to newest. 2. There is no comment history in history section. 3. There is no copy and paste option in comments. 4. There is no reply option in live chat tab. 5. Can't go live without webcam or broadcasting software. I think that you will solve these problems immediately.,,,,,,
Youtube,227,Raiden,11-Sep-20,1,372," I have been enduring this problem for far too long. Connection gets timed out after watching a few videos despite my good internet. Can't load any searches after that. The comments section doesn't show up as well even if the videos are playing at times. And yes, you have done humanity a great disser...Full ReviewI have been enduring this problem for far too long. Connection gets timed out after watching a few videos despite my good internet. Can't load any searches after that. The comments section doesn't show up as well even if the videos are playing at times. And yes, you have done humanity a great disservice by moving the comments section. Hell has a very special place for your employee who came up with this groundbreaking big brain idea. Kudos to him.",,,,,,
Youtube,228,Ishwar Tikar,10-Sep-20,1,484," The latest design of youtube is worst. Previous was the best to control. This is not easy to handle. The previous design was easy to handle and was being for there from starting. Hence it is not convenient. Please, understand the problem and if possible, please recover the previous design. I am not ...Full ReviewThe latest design of youtube is worst. Previous was the best to control. This is not easy to handle. The previous design was easy to handle and was being for there from starting. Hence it is not convenient. Please, understand the problem and if possible, please recover the previous design. I am not saying about the version. The version and the overall YouTube is best only the latest design is not good. Hope the team understands Thank you",,,,,,
Youtube,229,Samuel Torres,10-Sep-20,1,490," Started as a good place to add content but now it's just a place to add spam into your content as it is so annoying to be abruptly interrupted just because of an advertisement and not once but several times in the same video😵. I hope Google change that one day🤥. I'm ok with an advertisement at the...Full ReviewStarted as a good place to add content but now it's just a place to add spam into your content as it is so annoying to be abruptly interrupted just because of an advertisement and not once but several times in the same video😵. I hope Google change that one day🤥. I'm ok with an advertisement at the beginning, but being attacked several times in the same video its just t",,,,,,
Youtube,230,Nihaya Aida Novianti,12-Sep-20,1,117," I want to report something. Suddenly, my downloaded videos can't show the subtitles on it. All of the downloaded videos. It doesn't like it before, idk what happen. And I've tried many ways. I tried to turn off my data, turn on/off the subtitles, change the subtitles language, and update my apps. Th...Full ReviewI want to report something. Suddenly, my downloaded videos can't show the subtitles on it. All of the downloaded videos. It doesn't like it before, idk what happen. And I've tried many ways. I tried to turn off my data, turn on/off the subtitles, change the subtitles language, and update my apps. The subtitles still not appear. Please fix it.",,,,,,
Youtube,231,I think Jungkook drank all the banana milk,12-Sep-20,3,102," See, It's an okay app, but seriously, they did something that I did not appreciate. Today i was going to speed settings then i clicked custom and put it on 0.95x. orignally had a pitch. on speed 0.95 it was slower and the pitch was lower. 1x was normal speed and normal pitch. on 1.05x was faster and...Full ReviewSee, It's an okay app, but seriously, they did something that I did not appreciate. Today i was going to speed settings then i clicked custom and put it on 0.95x. orignally had a pitch. on speed 0.95 it was slower and the pitch was lower. 1x was normal speed and normal pitch. on 1.05x was faster and the pitch was higher. can you pleasee please turn it back. matter of fact, make semitone setting, if you do that, i promise you, I'll give a 5 star rating.",,,,,,
Youtube,232,Adam Azbury,12-Sep-20,3,1117," Whenever I put the video quality on 1080p60 it turns it on 144p or 240p or 360p or 480p, my point is that it changes the video quality, what else could I be changing or looking at. Look I love this app I watch I watch It almost every day, it's just that I'm sick and tired of this, youtube if you fix...Full ReviewWhenever I put the video quality on 1080p60 it turns it on 144p or 240p or 360p or 480p, my point is that it changes the video quality, what else could I be changing or looking at. Look I love this app I watch I watch It almost every day, it's just that I'm sick and tired of this, youtube if you fix this one problem you will have 5 stars from me.",,,,,,
Youtube,233,Navya Rao,12-Sep-20,1,112," Personally, youtube is a great app but, in the pass few days the app on my lenovo tablet is just not responding. In other words, it keeps glitching and the app doesnt open. YouTube on my computer,laptop and iPad is working well but, on this android tab it just doesnt open. I have to keep uninstallin...Full ReviewPersonally, youtube is a great app but, in the pass few days the app on my lenovo tablet is just not responding. In other words, it keeps glitching and the app doesnt open. YouTube on my computer,laptop and iPad is working well but, on this android tab it just doesnt open. I have to keep uninstalling and updating it. Yesterday I did the same and it worked for the night. Then today as I opened it it said ' Youtube is not responding, do youwant to close it? Please fix this.The rest is all fine.",,,,,,
Youtube,234,Lily Cagle,19-Sep-20,3,17," Youtube is great. I do have one complaint tho, I wish there was a fatser way for me to clear out my watch later playlist. It's go over 300 videos and it'd be so much better if once I watched one it automatically left the playlist, or if I could select videos to delete all at once. Just some way to c...Full ReviewYoutube is great. I do have one complaint tho, I wish there was a fatser way for me to clear out my watch later playlist. It's go over 300 videos and it'd be so much better if once I watched one it automatically left the playlist, or if I could select videos to delete all at once. Just some way to clear some of the videos.",,,,,,
Youtube,235,Prafullachandra Borkar,9-Sep-20,1,126," The you tube was good and nice app and my favorite. But the reason behind 1 star is from few days I am facing problem that is about downloaded videos. Before 3 days, the you tube videos downloaded by me have been deleted automatically. The day before it, I was having all my video and working well, b...Full ReviewThe you tube was good and nice app and my favorite. But the reason behind 1 star is from few days I am facing problem that is about downloaded videos. Before 3 days, the you tube videos downloaded by me have been deleted automatically. The day before it, I was having all my video and working well, but now they are deleted. Then I again downloaded some videos but they are again deleted and it says the file is not available or deleted. But I have deleted not even junk and cache data. Pls reply �",,,,,,
Youtube,236,Khodani Munzhedzi,13-Sep-20,1,62," Everything was fine till that update, you can't download videos anymore because it's a prenium thing now, you have to pay for something that was free your whole life. It's a faster experience, but it's worse than the previous version. Not to mention it blocked all my previous downloads. If it ain't ...Full ReviewEverything was fine till that update, you can't download videos anymore because it's a prenium thing now, you have to pay for something that was free your whole life. It's a faster experience, but it's worse than the previous version. Not to mention it blocked all my previous downloads. If it ain't broke don't fix it. This is how it starts, if you ask me, this is the beginning of the end",,,,,,
Youtube,237,Pøof Distinc,21-Sep-20,3,214," YouTube is great and all I like seeing all the content creators it's one of my favorite apps, But you should do something about the amount of ads, I know the content creators get money from them, but damn, it gets annoying sometimes especially with the trouble I'm having with it, idk if it's just my...Full ReviewYouTube is great and all I like seeing all the content creators it's one of my favorite apps, But you should do something about the amount of ads, I know the content creators get money from them, but damn, it gets annoying sometimes especially with the trouble I'm having with it, idk if it's just my phone, but at times I can't even go on it and it'll say I'm offline even though I'm clearly not",,,,,,
Youtube,238,Anonymous User,21-Sep-20,1,292," Auto play while scrolling means videos don't start at the beginning. UI is deliberately difficult to use. It's hard to go full screen, skip ads, close a video. Post video ads close the comments section. Unacceptable. Google wants to monopolise your attention wherever possible. Innappropriate ads wit...Full ReviewAuto play while scrolling means videos don't start at the beginning. UI is deliberately difficult to use. It's hard to go full screen, skip ads, close a video. Post video ads close the comments section. Unacceptable. Google wants to monopolise your attention wherever possible. Innappropriate ads with no way to opt out. Browser + Adblock fixes most problems.",,,,,,
Youtube,239,Darth Vape,21-Sep-20,1,348," I love the app and I think it's great... before the YouTube premium ads started. I'm also not a fan of how much the creators on the site struggle. The communication is really trash between the creators and the people at YouTube. Not saying all the people at YouTube are that way, I know that some peo...Full ReviewI love the app and I think it's great... before the YouTube premium ads started. I'm also not a fan of how much the creators on the site struggle. The communication is really trash between the creators and the people at YouTube. Not saying all the people at YouTube are that way, I know that some people at the company are really trying hard to make the communication work. But the people on your platform are making you money YouTube. The LEAST you could do is treat them fairly.",,,,,,
Youtube,240,Ghostly Doll,21-Sep-20,1,615," Okay, ever since the new update, I can't watch anything. ANYTHING. Whether it's a few seconds short, whether it's downloaded, and whether I try YouTube Go, it never plays properly. It loads on and on and it's not my internet connection that's the problem. It only starts to play one split second as I...Full ReviewOkay, ever since the new update, I can't watch anything. ANYTHING. Whether it's a few seconds short, whether it's downloaded, and whether I try YouTube Go, it never plays properly. It loads on and on and it's not my internet connection that's the problem. It only starts to play one split second as I'm closing the app out of sheer frustration after having waiting for it to load for 30 minutes. YouTube Go only plays audio and the video is a black screen for the entirety.",,,,,,
Youtube,241,Graham Mackie,26-Sep-20,1,190, Waaaaayy too many ads. Slowly but surely descending into more ads than content. I understand the need to make a few sheckles but come on. Now 2 ads to get to the content that you've clocked on plus all the other pop ups and ticker tape nonsense that comes up during the content. Slowly destroying thi...Full ReviewWaaaaayy too many ads. Slowly but surely descending into more ads than content. I understand the need to make a few sheckles but come on. Now 2 ads to get to the content that you've clocked on plus all the other pop ups and ticker tape nonsense that comes up during the content. Slowly destroying this platform.,,,,,,
Youtube,242,Sumathi Rajasekar,26-Sep-20,1,41," While playing high frame rate videos such as 720p & 1080p, those mentioned pixels are missing in my video frame rate options, developers kindly fix this issue, plz rollback high frame rate pixels to all the android device, i facing this issue for past 1 yr eventhough i have HDR panels i can't watche...Full ReviewWhile playing high frame rate videos such as 720p & 1080p, those mentioned pixels are missing in my video frame rate options, developers kindly fix this issue, plz rollback high frame rate pixels to all the android device, i facing this issue for past 1 yr eventhough i have HDR panels i can't watched any highframe rate videos, its highly disappointing, not only for a particular video - facing same issues with all hd videos and all over android smartphones.",,,,,,
Youtube,243,bardiel2c c,26-Sep-20,1,74, This app is unusable if you end up with a back log of video might as well forget about watching them.as it takes forever to scroll down and when you do and. click on one the app ether completely freezes or opens the video page play's a few add then forever loads the actual video or a again freezes s...Full ReviewThis app is unusable if you end up with a back log of video might as well forget about watching them.as it takes forever to scroll down and when you do and. click on one the app ether completely freezes or opens the video page play's a few add then forever loads the actual video or a again freezes same thing happens when you have to pull up another window for anything else,,,,,,
Youtube,244,rahul raj,26-Sep-20,3,97, Developers please fix this app because while playing any videos in youtube the sound and the videos work differently the videos goes first after that sound comes. And many bug issues also please fix it. I'm having alot of difficulties in watching youtube. Having a very bad experience. Hope you will ...Full ReviewDevelopers please fix this app because while playing any videos in youtube the sound and the videos work differently the videos goes first after that sound comes. And many bug issues also please fix it. I'm having alot of difficulties in watching youtube. Having a very bad experience. Hope you will fix the problem.,,,,,,
Youtube,245,Kevin Youtube Studio,25-Sep-20,3,279," It's frickin amazing, well, until now. YouTube has gone far, adding 2 adds. Most of the time, the short ones. But also the long non-skippable adds. It's taking more time on adds then taking time on watching videos you want to watch. That's the biggest complain ever, the adds",,,,,,
Youtube,246,Bhanu prakash Pandey,27-Sep-20,4,2," There are so much adds in this app that's why I have given only 4 stars. But this app is very good we can see anything what we want, we can also type with voice. This is my feedback if you are agree with please there is a option that Would this helpful?",,,,,,
Youtube,247,IMRAJ KHAN,28-Sep-20,5,0," this version of you tubrle is very nice it is very easy to operate this app but i dont know why after updating this app also my you tube is not responding and I am unable to open tbis app. This is the thing I found very bad in this app therefore I want a solution to this problem this version of this...Full Reviewthis version of you tubrle is very nice it is very easy to operate this app but i dont know why after updating this app also my you tube is not responding and I am unable to open tbis app. This is the thing I found very bad in this app therefore I want a solution to this problem this version of this app starts only wnen I uninstall this app and again install this app but again after some times it stops working and again I have to uninstall and re install this app, this is my problem in this app.",,,,,,
Youtube,248,Andrea Sarian,24-Sep-20,3,6," Yesterday it was just fine,until I updated. Now it's not working so well,please fix it. I thought it was because of my internet,but my other aps work well,I do t know what happened but please fix it. Until then,I'll change it to five stars. Please! Fix! It!",,,,,,
Youtube,249,Katie Aiello,23-Sep-20,4,296," I love that I can like and listen to all my liked songs and switch between the song or video. I listen all the time in my car, at home, wherever. BUT, recently it has updated and when I hit my liked songs and try to shuffle, it doesnt shuffle ALL the songs I like, only the ones I've liked recently, ...Full ReviewI love that I can like and listen to all my liked songs and switch between the song or video. I listen all the time in my car, at home, wherever. BUT, recently it has updated and when I hit my liked songs and try to shuffle, it doesnt shuffle ALL the songs I like, only the ones I've liked recently, its annoying to listen to the same songs over and over. Can we please change it to where it will shuffle everything again? I would really appreciate it, and I think others who pay for Red would too.",,,,,,
Youtube,250,skp eskape,23-Sep-20,1,114," I can't wait to find another platform like you tube... This became the ads platform. It has so many ads that even my TV blocks and it takes some time to recover in specially when the ads are right before the video starts. This blocks my TV and phone. YouTube became extremely aggressive with stealing...Full ReviewI can't wait to find another platform like you tube... This became the ads platform. It has so many ads that even my TV blocks and it takes some time to recover in specially when the ads are right before the video starts. This blocks my TV and phone. YouTube became extremely aggressive with stealing private information about us and than invading us with ads about our ""interest"". I'm sick of it. And to pay monthly 15 euros it's way too exaggerate!",,,,,,
Youtube,251,Abin,27-Sep-20,2,44," Recent update shows larger video thumbnails that takes up too much of the screen, causing unnecessary scrolling required to do. Other than that, phones with 16:9 aspect ratio would not take any advantage from this since there's only one thumbnail can be shown at a time when playing a video.",,,,,,
Youtube,252,Ryan Stoutt,25-Sep-20,1,171, The auto pause feature is a very annoying feature. I have the premium service and my video or music will automatically pause. If you are using wireless headphones and you have a pause/unpause button that won't work. You have to pull your phone out of your pocket unlock it and the hit pause on the sc...Full ReviewThe auto pause feature is a very annoying feature. I have the premium service and my video or music will automatically pause. If you are using wireless headphones and you have a pause/unpause button that won't work. You have to pull your phone out of your pocket unlock it and the hit pause on the screen. Its annoying especially if your at work or at the gym. Please fix this youtube.,,,,,,
