App,ID,Author,Date,Rating,Helpful Count,Review,,,,,,
Youtube,343,Have a Nice day,24-Sep-20,1,197," The new update sucks. It's extremely confusing it starts showing play mix stuff at the home page and oh all the recommended stuff to watch are over 3 years old really there's no new videos you really have to spam the home page with really old videos? Bring back the old layout. This is not spotify (i...Full ReviewThe new update sucks. It's extremely confusing it starts showing play mix stuff at the home page and oh all the recommended stuff to watch are over 3 years old really there's no new videos you really have to spam the home page with really old videos? Bring back the old layout. This is not spotify (is music) or netflix (for movies) and what is with the old videos that I already viewed 3 years ago, the layout is very stupid and no taste, don't do the latest update.",,,,,,
Youtube,344,Harshit Sharma,22-Sep-20,2,200," I don't what happned, but since last two days. Youtube videos are not loading in my phone. 1st I thought it's internet issue, but other apps are working fine. I could opne YouTube on browse, but the app is not working for my phone. I cleared space as well to be sure it's not space issue with phone. ...Full ReviewI don't what happned, but since last two days. Youtube videos are not loading in my phone. 1st I thought it's internet issue, but other apps are working fine. I could opne YouTube on browse, but the app is not working for my phone. I cleared space as well to be sure it's not space issue with phone. But still no result. Any suggestion how to make it running again?",,,,,,
Youtube,345,Jackie Napier,25-Sep-20,1,2," I've never been a big youtube user, but it is nice to be able to look certain things up and listen to music. I see what y'all are doing and I dont like it. I shouldn't have to pay for premium to listen to my music with my screen off. Google music didnt make me keep my screen on. I will be looking fo...Full ReviewI've never been a big youtube user, but it is nice to be able to look certain things up and listen to music. I see what y'all are doing and I dont like it. I shouldn't have to pay for premium to listen to my music with my screen off. Google music didnt make me keep my screen on. I will be looking for another app. Thanks for the new flood of ads too. Stop trying to force everyone to pay for premium. I don't like greedy companies.",,,,,,
Youtube,346,Carter The Hedgehog,26-Sep-20,2,53," There's been a whole ad glitch where the ad pops up at the start of the video and it loads for a whole eternity and eventually nothing happens, it's on half the videos and I can't watch anything, I can't believe watching is impossible and you've never realized it.",,,,,,
Youtube,347,Reese's Pieces,24-Sep-20,2,46, What is going on with the update? Prior to me updating the app I was able to view all videos with little to no buffering now that's all that happens through every video I watch. I thought it was my phone restarted updated stuff nope didn't get better. Then I thought it was my internet speed so I lin...Full ReviewWhat is going on with the update? Prior to me updating the app I was able to view all videos with little to no buffering now that's all that happens through every video I watch. I thought it was my phone restarted updated stuff nope didn't get better. Then I thought it was my internet speed so I linked to Wi-Fi nope that didn't solve it either. Somebody needs to help me figure this out because it's starting to get very annoying.,,,,,,
Youtube,348,sean h,28-Sep-20,2,0," Meh. The ads are incessent, intrusive and irritating. Look, I know Google and Youtube need the money, but could you at least run the ads before the vids and not have them intrude during them? It makes for an overall ghetto experience. I get a better viewing experience at a gas pump.",,,,,,
Youtube,349,Myre Dropz,27-Sep-20,4,28," I like the app very much even though there are some videos with a lot of ads. But sometime the app crashes and it downloads deleted videos from my ""downloads"" then the app is consuming data as if it is downloading for nothing. I hope you could fix it if there is really a bug cuz it happened many tim...Full ReviewI like the app very much even though there are some videos with a lot of ads. But sometime the app crashes and it downloads deleted videos from my ""downloads"" then the app is consuming data as if it is downloading for nothing. I hope you could fix it if there is really a bug cuz it happened many times. It usually happens when I download a video then pause it for a long time and when I resume it does not download the video but when I delete It starts downloading that video but it does not exist",,,,,,
Youtube,350,Griffith Whitehawk,24-Sep-20,2,101," Too many ads lately. Ads always come first before the first clip. It seems like that there will be more and more ads coming. My patience is over when I saw ads again and again and when I realize that my first feeling was interupted when I want to listen to the first song. Btw, the app was great but ...Full ReviewToo many ads lately. Ads always come first before the first clip. It seems like that there will be more and more ads coming. My patience is over when I saw ads again and again and when I realize that my first feeling was interupted when I want to listen to the first song. Btw, the app was great but not anymore.",,,,,,
Youtube,351,Aashish Janrao,25-Sep-20,1,3, Since i have updated the app recently i am unable to see the contents on the home screen. Videos keep on buffering.My Internet connection is fast and my Netflix and Prime r working great. There is a problem with the recent update please fix this ASAP.,,,,,,
Youtube,352,Dale Moscrop,25-Sep-20,1,92," All was fine and dandy. Then overnight the interface changed, video titles went from white text on a grey background to black on grey, and the font size shrunk, I legit can't read what the videos are called. Unrelated to this review, but on the same day the playback interface for YouTube on my smart...Full ReviewAll was fine and dandy. Then overnight the interface changed, video titles went from white text on a grey background to black on grey, and the font size shrunk, I legit can't read what the videos are called. Unrelated to this review, but on the same day the playback interface for YouTube on my smart tv changed too, also not a fan of the play, rewind, and forward options disappearing.",,,,,,
Youtube,353,aminluqman hakim,28-Sep-20,1,0," there are ads at home page, what the h**l... past youtube apps are cool, now because of ads at the home page it become un-cool, more like becoming worse apps with ads. i don't mind ads at video which you can skip it or continue watching it (i do watch the ads sometime to help the youtuber that i lik...Full Reviewthere are ads at home page, what the h**l... past youtube apps are cool, now because of ads at the home page it become un-cool, more like becoming worse apps with ads. i don't mind ads at video which you can skip it or continue watching it (i do watch the ads sometime to help the youtuber that i like) but putting ads at home page.. not cool man.. not cool at all..",,,,,,
Youtube,354,Shivangi Sharda,11-Sep-20,2,209," What happened to youtube? Since yesterday i am trying to open it but it is not ready to open. When finally it opened then none of the functions are working. I clicked on library, youtube gets hanged. I clicked on notifs same is happening. I am not able to go to youtube😡 and then it says youtube is ...Full ReviewWhat happened to youtube? Since yesterday i am trying to open it but it is not ready to open. When finally it opened then none of the functions are working. I clicked on library, youtube gets hanged. I clicked on notifs same is happening. I am not able to go to youtube😡 and then it says youtube is not responding. I am left with no other option apart from closing the app. Please fi",,,,,,
Youtube,355,James Bannister,18-Sep-20,1,3866, Im ok with a short ad before and after a video. Not 26 ads during the play time of every last video I watch. Play one before and after the video. None during the video. I get the need for ads. To a point.. but lately you guys are just out of control with ads. especially the political ads.. Makes me ...Full ReviewIm ok with a short ad before and after a video. Not 26 ads during the play time of every last video I watch. Play one before and after the video. None during the video. I get the need for ads. To a point.. but lately you guys are just out of control with ads. especially the political ads.. Makes me not even want to log on to youtube at all.,,,,,,
Youtube,356,Michael Wimberly,27-Sep-20,1,14, Doing a lot better now so I will bring it up to four Stars you just listen four stars. You just lost your last star.get you tube fixed.get the beta program fixed Get the Beta programs Fix.When are you going to fix the Beta programs for you tube when are you going to fix the Beta programs so you tube...Full ReviewDoing a lot better now so I will bring it up to four Stars you just listen four stars. You just lost your last star.get you tube fixed.get the beta program fixed Get the Beta programs Fix.When are you going to fix the Beta programs for you tube when are you going to fix the Beta programs so you tube will quit buffer all of the time,,,,,,
Youtube,357,Adrian Contreras,12-Sep-20,1,51," Youtube becoming more worst than before. This updates sucks and broken. There's a bug, developers. If I wanted to fast forward (tapping the screen) there's this x thing that wont go away. Im trying to watch 1080p60fps but it automatically changed into 480p or 240p. PLEASE FIX IT GOOGLE!! AND ALSO YO...Full ReviewYoutube becoming more worst than before. This updates sucks and broken. There's a bug, developers. If I wanted to fast forward (tapping the screen) there's this x thing that wont go away. Im trying to watch 1080p60fps but it automatically changed into 480p or 240p. PLEASE FIX IT GOOGLE!! AND ALSO YOUR NEW DOUBLE UNSKIPPABLE ADS ARE THE MOST EVIL THING YOU DID. I should rate this 0 star, thanks I'll be using other streams.",,,,,,
Youtube,358,Imoo,10-Sep-20,1,305," Was working fine but now it constantly buffers and never resumes the video no matter how long I leave it. I have to restart the app for it to restart again but it happens again within 5 minutes. Its not the Internet connection because it happens no matter where I am, no matter whose Internet I'm con...Full ReviewWas working fine but now it constantly buffers and never resumes the video no matter how long I leave it. I have to restart the app for it to restart again but it happens again within 5 minutes. Its not the Internet connection because it happens no matter where I am, no matter whose Internet I'm connected to or whether I'm using data and everything else on my phone works fine.",,,,,,
Youtube,359,James Moffatt,11-Sep-20,1,437, Latly it has been crashing. And when I close the app. everytime I start it up again it makes me have to uninstall youtube just to update it. And it takes about 20 minutes each time. Before this started happening I would have given this a five star review. Plus now it won't let me install the app. No...Full ReviewLatly it has been crashing. And when I close the app. everytime I start it up again it makes me have to uninstall youtube just to update it. And it takes about 20 minutes each time. Before this started happening I would have given this a five star review. Plus now it won't let me install the app. No mater what device it is on and what internet. So its the app not the device or internet.. I like watching my favorite youtubers but honestly I cant do it on the youtube app. Please fix this youtube.,,,,,,
Youtube,360,A Google user,7-Sep-20,5,220," This is good, but the version for my youtube on my TABLET is the version that phones have, not tablets, and its odd because my brother has the exact same model of tablet, so the exact same youtube, but his youtube is the TABLET version. Please fix this soon. Other then that, i love this app and i mo...Full ReviewThis is good, but the version for my youtube on my TABLET is the version that phones have, not tablets, and its odd because my brother has the exact same model of tablet, so the exact same youtube, but his youtube is the TABLET version. Please fix this soon. Other then that, i love this app and i mostly just use it to listen to music and watch shane dawson. Oopsie! 2-4-2020",,,,,,
Youtube,361,M Bonar,11-Sep-20,1,88," Fantastic app that focuses on providing advertisements to potential consumers. All advertisements guaranteed to hinder proper content loading. Advertising is as immoral as capitalism. Playing ads at 300% volume, hiding the tiny skip button, and asking for money EVERY SINGLE CLICK is NOT a useful mar...Full ReviewFantastic app that focuses on providing advertisements to potential consumers. All advertisements guaranteed to hinder proper content loading. Advertising is as immoral as capitalism. Playing ads at 300% volume, hiding the tiny skip button, and asking for money EVERY SINGLE CLICK is NOT a useful marketing policy. It is the embodiment of everything that is wrong with humanity. SHAME ON YOUTUBE. SHAME ON ITS COLLABORATORS. Disgusting. Thirsty. Shameful.",,,,,,
Youtube,362,Hank Kolesar,15-Sep-20,1,91, YouTube has gone down in quality. My subscribed channels do NOT show up in my news feed nor am I alerted even when I have that option enabled. Also my subscribed streams get ghosted and can't be found. These issues negatively impact my user experience especially since I was not experiencing these is...Full ReviewYouTube has gone down in quality. My subscribed channels do NOT show up in my news feed nor am I alerted even when I have that option enabled. Also my subscribed streams get ghosted and can't be found. These issues negatively impact my user experience especially since I was not experiencing these issues a few months ago. Until these issues are fixed I cannot recommend this app to others until the quality improves. Also Livestreams continually buffer and lag. Add to the list of issues.,,,,,,
Youtube,363,Aaditya Singhal,18-Sep-20,1,158," After recent update the app have too many bugs, I have very fast speed internet but I can't able to download any videos(free download available) and also old downloaded videos are not playing either online or offline. Very disappointed with app from last 3-4 weeks. There is huge technical issues wit...Full ReviewAfter recent update the app have too many bugs, I have very fast speed internet but I can't able to download any videos(free download available) and also old downloaded videos are not playing either online or offline. Very disappointed with app from last 3-4 weeks. There is huge technical issues with the app and facing same problem again and again",,,,,,
Youtube,364,D Pearce-DAWMAIN,6-Sep-20,4,161," Sept 2020. I really like the way YT has added horizontal scrolling of short stories, covid-19, subscriptions, etc. My YT stream is more interesting, now"," although, too cluttered with old videos viewed. For some reason, my viewed videos still show in my YT stream for days. Pls fix this. I think YT ne...Full ReviewSept 2020. I really like the way YT has added horizontal scrolling of short stories, covid-19, subscriptions, etc. My YT stream is more interesting, now"," although, too cluttered with old videos viewed. For some reason, my viewed videos still show in my YT stream for days. Pls fix this. I think YT needs to lower monthly subscription amounts for YT TV. to $30 mo. Not interested in the YT premium. •, I would like to see a $2.99 mo subscription offer to REMOVE YT AD",,,,
Youtube,365,Toxic Exo HD,11-Sep-20,1,10," Well, frankly said, this app really sucks now with all the advertisements. Every video has at least a advertisement in it. It sucks really to watch even smaller videos. Useless algorithm from the app. Still shows you the videos which you already seen and keeps recommending them even after I click on...Full ReviewWell, frankly said, this app really sucks now with all the advertisements. Every video has at least a advertisement in it. It sucks really to watch even smaller videos. Useless algorithm from the app. Still shows you the videos which you already seen and keeps recommending them even after I click on already watched the video. Billions of dollars and can't even fix small things. F*** you really. You take all the fun from watching videos.",,,,,,
Youtube,366,Zeenat Cassim,8-Sep-20,1,2390, When I open the app it gives me an update notification but when I choose update it doesn't. I've found that I have to uninstall the app then update it and if I close the app it reverts back. This has been happening since April and had not been fixed. Furthermore my previous comment and review have s...Full ReviewWhen I open the app it gives me an update notification but when I choose update it doesn't. I've found that I have to uninstall the app then update it and if I close the app it reverts back. This has been happening since April and had not been fixed. Furthermore my previous comment and review have since been deleted. I would give it no stars if I could. 8 September 2020,,,,,,
Youtube,367,Sulochana MK,14-Sep-20,3,42," I will give only 3 star. Because of lots of ad's. It's not a problem for 5 sec and below 5 sec ad. But there are ads that contains 16 sec and I can't skip it also. So I use stop seeing this ad. But, how many times I can do that? 😡😡😡So please give me the answer youtube.Reply me.Can you solve this ...Full ReviewI will give only 3 star. Because of lots of ad's. It's not a problem for 5 sec and below 5 sec ad. But there are ads that contains 16 sec and I can't skip it also. So I use stop seeing this ad. But, how many times I can do that? 😡😡😡So please give me the answer youtube.Reply me.Can you solve thi",,,,,,
Youtube,368,Matt L,8-Sep-20,2,27," Edit: I can't disable YouTube from trying to cast to TV. I leave the house, turn off wifi, close Yt, restart my phone even and it still tries to connect to my TV which is miles away. So I can't actually play Yt videos on my phone. Just came from iOS to Android. I'm definitely missing the feature to ...Full ReviewEdit: I can't disable YouTube from trying to cast to TV. I leave the house, turn off wifi, close Yt, restart my phone even and it still tries to connect to my TV which is miles away. So I can't actually play Yt videos on my phone. Just came from iOS to Android. I'm definitely missing the feature to SORT videos, on iOS you have the option to sort a playlist by date or by most popular. I'm surprised it's not on the Android version. Everything else looks ok so far. What's up with that, Google?",,,,,,
Youtube,369,Jackson Slocum,5-Sep-20,3,2351," I used to really enjoy this app, but now it seems to just be... problems. For starters, the ads. Oh God, the ads. There are so many now. I know afs are being pushed so that more ppl are tempted to pay for rhe premium, but its getting ridiculous. Secondly, the recommended videos. For whatever reason,...Full ReviewI used to really enjoy this app, but now it seems to just be... problems. For starters, the ads. Oh God, the ads. There are so many now. I know afs are being pushed so that more ppl are tempted to pay for rhe premium, but its getting ridiculous. Secondly, the recommended videos. For whatever reason, my recommended section has changed. It has gone from content that im interested in, to 10% videos from channels im subscribed to, and 90% videos from trending. Thats pretty wack, fix please.",,,,,,
Youtube,370,Asch Aura XIII,3-Sep-20,1,6198," Obnoxiously too many ads. I'm only using this for ASMR for my therapy as I can't fall asleep naturally. I'm fine with viewing ads at the start but when you're in your REM stage and suddenly an ad explodes in your ears without warning (no yellow indicator in the timeline bar), that's where I draw the...Full ReviewObnoxiously too many ads. I'm only using this for ASMR for my therapy as I can't fall asleep naturally. I'm fine with viewing ads at the start but when you're in your REM stage and suddenly an ad explodes in your ears without warning (no yellow indicator in the timeline bar), that's where I draw the line. Get a 3rd party app that skips ads if you wanna YouTube, or else just get Netflix. I'm going for Twitch to get my asmr therapy from now on. Will uninstall Youtube in the near future.",,,,,,
Youtube,371,Thomas Ryan,5-Sep-20,4,260," It's Obviously one of the best apps ever with few flaws. YouTube Premium is worth it because no ads, The Original Series Cobra Kai and the ability to play music in the background while doing other things of course you could do this with the YouTube music app but I find it easier having it all togeth...Full ReviewIt's Obviously one of the best apps ever with few flaws. YouTube Premium is worth it because no ads, The Original Series Cobra Kai and the ability to play music in the background while doing other things of course you could do this with the YouTube music app but I find it easier having it all together. Some Cons every now and then there are annoying popups that aren't ads. Also if you purchase a movie the quality is biased on your connection which it should just be playable at least 720p.",,,,,,
Youtube,372,Tarisa Huston,5-Sep-20,2,2584," I'm not sure if you guys new but you need to know. YouTube isn't playing videos or ads anymore on Android's, or what I'm guessing because I'm using one. I'm not sure if this is a bug but ads aren't skipable and the thumbnails for the videos don't change when you watch them. I thought this was a norm...Full ReviewI'm not sure if you guys new but you need to know. YouTube isn't playing videos or ads anymore on Android's, or what I'm guessing because I'm using one. I'm not sure if this is a bug but ads aren't skipable and the thumbnails for the videos don't change when you watch them. I thought this was a normal bug until now where I can't even watch a video because a ad is loading in but it won't appear, even though I have good internet. Please fix this soon.",,,,,,
Youtube,373,Sicmundus CreatusEst,6-Sep-20,1,35," ADS GALORE You try to watch a 5 minute video, 25 second ads load first, 2 minutes into watching sa actually thing you are trying to watch, another ad would interupt. All in all, you get not less than 3 ads every video you watch. You hope to watch longer video??? There's ad every 2 minutes. Google's ...Full ReviewADS GALORE You try to watch a 5 minute video, 25 second ads load first, 2 minutes into watching sa actually thing you are trying to watch, another ad would interupt. All in all, you get not less than 3 ads every video you watch. You hope to watch longer video??? There's ad every 2 minutes. Google's unbelieavable greedy, always killing the fun.",,,,,,
Youtube,374,Pinoy Ako,7-Sep-20,3,70," I really love this app. I purchased a PREMIUM just recently with a Family group subscription but cannot connect with them! It says that I am in a different country, I already checked my location settings on YouTube and everything is fine. I think the problem is my profile and country on my Google Pl...Full ReviewI really love this app. I purchased a PREMIUM just recently with a Family group subscription but cannot connect with them! It says that I am in a different country, I already checked my location settings on YouTube and everything is fine. I think the problem is my profile and country on my Google Playstore, I tried everything to change it. Please I need your help!!",,,,,,
Youtube,375,james grubb,28-Sep-20,4,2," It's fun to watch, until you realize that there are animal abuser, child abusers, and many other things that youtube just allows, but swearing or putting somebody in your thumbnail more than 3 times can get you banned, YouTube please fix this, because I'm not finding this fun anymore.",,,,,,
Youtube,376,Sam Bettenay,6-Sep-20,1,7469, Made the stupid move of updating and all that is different is that there is so many more ads. This is ridiculous and it will not actually help the people who are paying you to advertise. In trying to watch something i have been pissed off beyond belief by ads for Menulog. Now i have very negative fe...Full ReviewMade the stupid move of updating and all that is different is that there is so many more ads. This is ridiculous and it will not actually help the people who are paying you to advertise. In trying to watch something i have been pissed off beyond belief by ads for Menulog. Now i have very negative feelings towards Menulog and will not be using that service. I will also find something else to watch the content i want. Perhaps you should re-evaluate your strategy,,,,,,
Youtube,377,kano goertz,6-Sep-20,4,4895, Love the app and always have but recently I haven't been able to increase my playback resolution... It gives me the options to play in HD but when I choose it it still won't go higher than 320p - it says they 1080p is selected but it still plays the video in a low resolution... And like I said this ...Full ReviewLove the app and always have but recently I haven't been able to increase my playback resolution... It gives me the options to play in HD but when I choose it it still won't go higher than 320p - it says they 1080p is selected but it still plays the video in a low resolution... And like I said this was never an issue up until recently... Does anyone else have this issue or is there any way I can fix this,,,,,,
Youtube,378,Follower of Christ,8-Sep-20,1,107," This updated version STILL will not run. I'm STILL having to download videos from my creators to watch OFFLINE because I have to use an old version on my phone. They no longer get the run time and no one gets ALL THEIR ADS SEEN. DOES THAT FIX YOUR REVENUE PROBLEM, YOUTUBE? You kicked all the good co...Full ReviewThis updated version STILL will not run. I'm STILL having to download videos from my creators to watch OFFLINE because I have to use an old version on my phone. They no longer get the run time and no one gets ALL THEIR ADS SEEN. DOES THAT FIX YOUR REVENUE PROBLEM, YOUTUBE? You kicked all the good content creators off, now you're killing your app. When will you learn CONTROL isn't the move here? WISDOM and DISCRETION is. Fix your app.",,,,,,
Youtube,379,Christine Venner,14-Sep-20,1,38," Stuttering and buffering only on mobile, during live streams What did you do to this app that worked perfectly for live streams until a few days ago. Now its impossible to watch anything live, due to the constant stuttering echo and buffering. YouTube has certainly become a much worse place to be, b...Full ReviewStuttering and buffering only on mobile, during live streams What did you do to this app that worked perfectly for live streams until a few days ago. Now its impossible to watch anything live, due to the constant stuttering echo and buffering. YouTube has certainly become a much worse place to be, but this latest bug, makes watching live streams impossible. SORT YOUR STUPID APP OUT! or this month with be the last you get premium payments from me!",,,,,,
Youtube,380,LKingsHouse14,10-Sep-20,2,106," I really miss YouTube from half a decade ago. The time when I could subscribe to a channel without unknowingly being unsubscribed, when monetized videos had perhaps 3 ads per video (opposed to now, I just watched a 15 minute video with almost an ad every 2 minutes), back when the platform was actual...Full ReviewI really miss YouTube from half a decade ago. The time when I could subscribe to a channel without unknowingly being unsubscribed, when monetized videos had perhaps 3 ads per video (opposed to now, I just watched a 15 minute video with almost an ad every 2 minutes), back when the platform was actually more enjoyable. Really aching for another video service to overtake YouTube, maybe then they'll stop ruining what they had.",,,,,,
Youtube,381,Kalthea,11-Sep-20,2,103," I have never had an issue with the mobile app youtube till now. I can go into youtube but when I click to watch a video it never plays it's just endless loading. I have tried everything from clearing the cache to uninstalling all updates and trying to play a video and then reinstalling after it stil...Full ReviewI have never had an issue with the mobile app youtube till now. I can go into youtube but when I click to watch a video it never plays it's just endless loading. I have tried everything from clearing the cache to uninstalling all updates and trying to play a video and then reinstalling after it still doesn't work, I've even tried reconnecting to my internet but it isn't my internet that's the issue because youtube plays just fine in the Google app. Must be because of a new update.",,,,,,
Youtube,382,Murali Krishna,13-Sep-20,1,45," Horrible experience.. After recent updates the screen shows all options while playing. The cross button at the top up corner doesn't work. I am using andriod 11 in pixel 2xl. Thus one star for this poor update. Horrible experience. Please get back to the old style, where if I touch the screen, the o...Full ReviewHorrible experience.. After recent updates the screen shows all options while playing. The cross button at the top up corner doesn't work. I am using andriod 11 in pixel 2xl. Thus one star for this poor update. Horrible experience. Please get back to the old style, where if I touch the screen, the option appear and after 3-4 seconds they disappear on their own..",,,,,,
Youtube,383,Alisha Macklin,13-Sep-20,1,117," Used to be good - now its littered with advertisement and full of children trying to be famous. The auto-play videos are either repeats of what I've already watched, or completely different, stupid suggestions that make so sense. YouTube is worth over $160 billion dollars, but they still put 6 adver...Full ReviewUsed to be good - now its littered with advertisement and full of children trying to be famous. The auto-play videos are either repeats of what I've already watched, or completely different, stupid suggestions that make so sense. YouTube is worth over $160 billion dollars, but they still put 6 adverts in one video and have advertising amongst the video suggestions. Absolute greed. People don't want to be marketed to every second.",,,,,,
Youtube,384,Rocky Trickster,13-Sep-20,1,78," Really disappointed😔, 1)After recent updates,when i was watching a video,suddenly,it stops on particular part of video and only sound is playing. 2) please fix excess data usage as when watching a video my data flows continuously like water. It's difficult for watching videos on youtube for those w...Full ReviewReally disappointed😔, 1)After recent updates,when i was watching a video,suddenly,it stops on particular part of video and only sound is playing. 2) please fix excess data usage as when watching a video my data flows continuously like water. It's difficult for watching videos on youtube for those who have lack of data. Plz,plz, and plz Youtube fix these problems as you are 2nd most searchable search engine and a big name from Google so, please satisfy each and every user of Yout",,,,,,
Youtube,385,Alex M. Jalil,27-Sep-20,3,0," grrrrrrrr! this app is loading in 15 seconds grrrrr youtube is not working please fix all glitchy app to get 5 stars i hate errors, buffering!!!!!! grrrrrrrrr!!!!!!!!!! im angry! im serious its really really glitchy! i can't fix. and i hate ads!!!!!!!!!!!!!!",,,,,,
Youtube,386,The Weird Place,9-Sep-20,3,62, I like YouTube because I can watch any videos I want from funny to sad but there have been some problems lately. First for some reason every time I try to go onto YouTube I can't move the screen like I can't scroll to see all the videos and I can't press any buttons like the search and every time I ...Full ReviewI like YouTube because I can watch any videos I want from funny to sad but there have been some problems lately. First for some reason every time I try to go onto YouTube I can't move the screen like I can't scroll to see all the videos and I can't press any buttons like the search and every time I try to watch a video it super laggy and slow then if I try to leave i still here the video playing. it would be nice to have these fixed but I'm not sure if it's just a problem with my phone or not.,,,,,,
Youtube,387,Chloe uwu,11-Sep-20,3,77," Ok almost every time now I go into YouTube and start to watch a video, IT WONT STOP LOADING! I refresh YouTube multiple times but NOTHING! And when YouTube works there's these stupid ads. I would like to listen to music for once without 10 billion ads popping up. And don't even suggest YouTube premi...Full ReviewOk almost every time now I go into YouTube and start to watch a video, IT WONT STOP LOADING! I refresh YouTube multiple times but NOTHING! And when YouTube works there's these stupid ads. I would like to listen to music for once without 10 billion ads popping up. And don't even suggest YouTube premium or YouTube music. And then there's uploading a video. It just loads to 95% on every third video you make. I like YouTube, but this needs to be fixed.",,,,,,
Youtube,388,Mason Doyle,15-Sep-20,3,9," Was okay, but then you flooded everything with ads. If youre gonna put ads on offered albums all through out it atleast have the decency to do it between songs, especially if their already time marked. Just way too many, the begginging, the end, all throughout videos, 2 ads at a time and sometimes t...Full ReviewWas okay, but then you flooded everything with ads. If youre gonna put ads on offered albums all through out it atleast have the decency to do it between songs, especially if their already time marked. Just way too many, the begginging, the end, all throughout videos, 2 ads at a time and sometimes their minutes long",,,,,,
Youtube,389,Rakhshan Aslam,9-Sep-20,2,62, Well ! YouTube is a great social media platform for all . We can get exact resource by a single tap it was fine but.. now it is just full of ads when you are going to start any video you just see a ad before starting the video and in between the video now I think that YouTube is just a business plat...Full ReviewWell ! YouTube is a great social media platform for all . We can get exact resource by a single tap it was fine but.. now it is just full of ads when you are going to start any video you just see a ad before starting the video and in between the video now I think that YouTube is just a business platform . Please do something about it YouTube team.,,,,,,
Youtube,390,The Real Fauxstradamus,19-Sep-20,2,5," SAMSUNG GALAXY OWNERS BEWARE. The most recent update causes the scroll issue again. If you didn't shut off your automatic updates, revert back by uninstalling and then opening the app. It will only install the base app which is stable. Disable auto updates so it stays that way. It is not your phone....Full ReviewSAMSUNG GALAXY OWNERS BEWARE. The most recent update causes the scroll issue again. If you didn't shut off your automatic updates, revert back by uninstalling and then opening the app. It will only install the base app which is stable. Disable auto updates so it stays that way. It is not your phone. It is the app.",,,,,,
Youtube,391,Lisa M Morris,17-Sep-20,5,732," I love YouTube! This is an awesome app! I've used it YouTube for every situation, from ""How to"" video's, to research data for my college classes, funny animal videos, and my husband uses YouTube when he needs to find out how to install or uninstall a car part when he is working on a clients car that...Full ReviewI love YouTube! This is an awesome app! I've used it YouTube for every situation, from ""How to"" video's, to research data for my college classes, funny animal videos, and my husband uses YouTube when he needs to find out how to install or uninstall a car part when he is working on a clients car that he is not familiar with. Finally, I am a current ""YOUTUBE MUSIC"" Member(i a paid membership with YouTube Music and I will never give it up, nor will I ever cancel my membership! Thanks. Lisa",,,,,,
Youtube,392,Tommy,10-Sep-20,1,302," Used to love this app but as of September 2020 it's not working properly on Android. Videos start buffering in the middle and never load. I've tried all the troubleshooting such as clearing the cache, reinstalling, checking my Internet connection, updating my phones software etc. Nothing fixes it. T...Full ReviewUsed to love this app but as of September 2020 it's not working properly on Android. Videos start buffering in the middle and never load. I've tried all the troubleshooting such as clearing the cache, reinstalling, checking my Internet connection, updating my phones software etc. Nothing fixes it. There is clearly a bug that needs to be addressed.",,,,,,
Youtube,393,MADDO Pia,21-Sep-20,1,106," There is really a very very very huge problem with youtube since it got updated..whenever I try to open the app it says YouTube isn't responding.. And just to open the open I have to uninstall it and then again install it then only it works and if by mistakenly I exit it, and after some time I try t...Full ReviewThere is really a very very very huge problem with youtube since it got updated..whenever I try to open the app it says YouTube isn't responding.. And just to open the open I have to uninstall it and then again install it then only it works and if by mistakenly I exit it, and after some time I try to open the app again shows that it isn't responding. So in order to use it I have to minimise it. This wasn't happening earlier. I have also sent a report regarding this but no response. It's disaster",,,,,,
Youtube,394,Steve Rowsell,20-Sep-20,2,147," Getting worse with every update. Today, I found the list of channels I subscribe to has been replaced with a list of guessed keywords on what I might want to watch. This, in conjunction with the ever increasing flood of ads (& YouTube's reluctance to pay anyone for the content they create unless the...Full ReviewGetting worse with every update. Today, I found the list of channels I subscribe to has been replaced with a list of guessed keywords on what I might want to watch. This, in conjunction with the ever increasing flood of ads (& YouTube's reluctance to pay anyone for the content they create unless they've thousands of subs & watched hours) is really beginning to irritate. I used to prefer YT to normal TV, but constantly being assaulted by wave after wave of ads is beginning to change my mind",,,,,,
Youtube,395,Syxventys Sykheron,22-Sep-20,3,43," It's a more streamlined version of the website, and it's pretty good. However, the moderation has much left to be desired. Popular youtube channels that aren't suitable for children (even though youtube does not allow children under 13) are demonitized, or taken down, while channels with animal abus...Full ReviewIt's a more streamlined version of the website, and it's pretty good. However, the moderation has much left to be desired. Popular youtube channels that aren't suitable for children (even though youtube does not allow children under 13) are demonitized, or taken down, while channels with animal abuse featured in them are okay either because 1: they're not popular enough to warrant moderation, or 2: if such abuse isn't abundantly clear, then it is ignored as a claim.",,,,,,
Youtube,396,Isaac Lowry,23-Sep-20,3,3," I dont really need to review it. It's youtube, you know what it is. My problem is that in the new update they took away the feature where you would close off the pause menu by clicking the space away from the buttons. They replaced so now you have to hit the X in the top corner. This is incredibly a...Full ReviewI dont really need to review it. It's youtube, you know what it is. My problem is that in the new update they took away the feature where you would close off the pause menu by clicking the space away from the buttons. They replaced so now you have to hit the X in the top corner. This is incredibly annoying because if you accidentally hit the screen then the menu pops up and you can't quickly close it because of where the button is. Not to mention that the menu no longer closes on it's own.",,,,,,
